frame_num,lidar_track_id,dt_track_id
46,0,10
46,41,52
46,30,34
46,3,31
46,11,63
46,4,26
46,19,2
46,44,20
47,0,10
47,41,52
47,30,34
47,3,31
47,4,26
47,11,63
47,44,20
47,19,2
48,0,10
48,41,52
48,30,34
48,3,31
48,4,26
48,11,63
48,44,20
48,19,2
49,0,10
49,41,52
49,30,34
49,3,31
49,11,63
49,4,26
49,44,20
49,19,2
50,19,2
50,0,10
50,44,20
50,11,63
50,4,26
50,3,31
50,30,34
50,41,52
51,0,10
51,41,52
51,30,34
51,3,31
51,11,63
51,4,26
51,19,2
51,44,20
52,44,20
52,19,2
52,0,10
52,4,26
52,11,63
52,3,31
52,30,34
53,0,10
53,11,63
53,30,34
53,3,31
53,4,26
53,44,20
53,19,2
54,0,10
54,11,63
54,30,34
54,3,31
54,4,26
54,19,2
54,44,20
55,4,26
55,3,31
55,11,63
55,19,2
55,0,10
55,30,34
55,44,20
56,0,10
56,44,20
56,30,34
56,3,31
56,3,63
56,4,26
56,19,2
57,44,20
57,0,10
57,30,34
57,3,31
57,3,63
57,4,26
57,19,2
58,0,10
58,44,20
58,30,34
58,3,31
58,3,63
58,4,26
58,19,2
59,0,10
59,44,20
59,30,34
59,3,31
59,3,63
59,4,26
59,19,2
60,19,2
60,0,10
60,44,20
60,3,31
60,3,63
60,30,34
60,4,26
61,19,2
61,0,10
61,44,20
61,3,31
61,3,63
61,30,34
61,4,26
62,4,26
62,30,34
62,3,31
62,3,63
62,44,20
62,0,10
62,19,2
63,4,26
63,30,34
63,3,31
63,44,20
63,0,10
63,19,2
64,4,26
64,44,20
64,3,31
64,30,34
64,0,10
64,19,2
65,44,20
65,4,26
65,3,31
65,30,34
65,0,10
65,19,2
66,19,2
66,0,10
66,3,31
66,44,20
66,30,34
66,4,26
67,4,26
67,30,34
67,3,31
67,44,20
67,0,10
67,19,2
68,4,26
68,30,34
68,3,31
68,44,20
68,0,10
68,19,2
69,19,2
69,0,10
69,44,20
69,30,34
69,3,31
69,4,26
70,19,2
70,0,10
70,44,20
70,3,31
70,30,34
70,4,26
71,30,34
71,0,10
71,44,20
71,3,31
71,19,2
71,4,26
72,19,2
72,0,10
72,44,20
72,3,31
72,30,34
72,4,26
73,30,34
73,0,10
73,19,2
73,3,31
73,44,20
73,4,26
74,4,26
74,30,34
74,44,20
74,0,10
74,19,2
75,19,2
75,0,10
75,44,20
75,30,34
75,4,26
76,4,26
76,30,34
76,44,20
76,0,10
76,19,2
77,19,2
77,0,10
77,44,20
77,30,34
77,4,26
78,0,10
78,44,20
78,30,34
78,4,26
79,0,10
79,44,20
79,30,34
79,4,26
80,0,10
80,44,20
80,30,34
80,4,26
81,0,10
81,44,20
81,4,26
81,30,34
82,0,10
82,44,20
82,30,34
82,4,26
83,0,10
83,44,20
83,30,34
83,4,26
84,0,10
84,44,20
84,30,34
84,4,26
85,0,10
85,44,20
85,4,26
85,30,34
86,0,10
86,44,20
86,30,34
86,4,26
87,44,20
87,30,34
87,4,26
87,0,10
88,44,20
88,4,26
88,30,34
88,0,10
89,44,20
89,0,10
89,4,26
89,30,34
90,30,34
90,4,26
90,44,20
90,71,63
90,0,10
91,30,34
91,4,26
91,44,20
91,0,10
92,0,10
92,30,34
92,4,26
92,44,20
93,30,34
93,4,26
93,0,10
93,44,20
94,0,10
94,30,34
94,4,26
94,44,20
95,0,10
95,30,34
95,4,26
95,44,20
96,0,10
96,30,34
96,4,26
96,44,20
97,0,10
97,30,34
97,4,26
97,44,20
98,0,10
98,30,34
98,4,26
98,44,20
99,0,10
99,30,34
99,4,26
99,44,20
100,44,20
100,4,26
100,0,10
100,30,34
101,44,20
101,0,10
101,30,34
101,4,26
102,0,10
102,44,20
102,30,34
102,4,26
103,0,10
103,44,20
103,4,26
103,30,34
104,4,26
104,30,34
104,0,10
104,44,20
105,0,10
105,4,26
105,30,34
105,44,20
106,0,10
106,4,26
106,30,34
106,44,20
107,30,34
107,0,10
107,4,26
107,44,20
108,44,20
108,30,34
108,4,26
108,0,10
109,0,10
109,30,34
109,4,26
109,44,20
110,44,20
110,30,34
110,4,26
110,0,10
111,44,20
111,4,26
111,30,34
111,0,10
112,44,20
112,4,26
112,30,34
112,0,10
113,44,20
113,30,34
113,4,26
113,0,10
114,44,20
114,4,26
114,0,10
115,0,10
115,4,26
115,44,20
116,0,10
116,4,26
116,44,20
117,0,10
117,44,20
117,4,26
118,4,26
118,44,20
118,0,10
119,4,26
119,44,20
119,0,10
120,4,26
120,44,20
120,0,10
121,4,26
121,44,20
121,0,10
122,44,20
122,4,26
122,0,10
123,44,20
123,4,26
123,0,10
124,4,26
124,44,20
124,0,10
125,4,26
125,44,20
125,0,10
126,4,26
126,44,20
126,0,10
127,4,26
127,44,20
127,0,10
128,44,20
128,4,26
128,0,10
129,44,20
129,4,26
129,0,10
130,4,26
130,44,20
130,0,10
131,0,10
131,44,20
131,4,26
132,0,10
132,44,20
132,4,26
133,0,10
133,44,20
133,4,26
134,30,34
134,0,10
134,44,20
134,4,26
135,4,26
135,44,20
135,0,10
136,30,34
136,0,10
136,44,20
136,4,26
137,4,26
137,44,20
137,0,10
137,30,34
138,30,34
138,0,10
138,44,20
138,4,26
139,30,34
139,0,10
139,44,20
139,4,26
140,4,26
140,44,20
140,0,10
140,30,34
141,4,26
141,44,20
141,0,10
141,30,34
142,0,10
142,30,34
142,44,20
142,4,26
143,0,10
143,30,34
143,44,20
143,4,26
144,0,10
144,30,34
144,44,20
144,4,26
145,30,34
145,0,10
145,44,20
145,4,26
146,0,10
146,30,34
146,44,20
146,4,26
147,0,10
147,30,34
147,44,20
147,4,26
148,0,10
148,30,34
148,44,20
148,4,26
149,0,10
149,30,34
149,44,20
149,4,26
150,0,10
150,44,20
150,4,26
150,30,34
151,0,10
151,30,34
151,44,20
151,4,26
152,0,10
152,30,34
152,44,20
152,4,26
153,44,20
153,0,10
153,4,26
153,30,34
154,0,10
154,44,20
154,4,26
154,30,34
155,0,10
155,44,20
155,4,26
155,96,53
155,30,34
156,44,20
156,0,10
156,30,34
156,4,26
156,96,53
157,0,10
157,30,34
157,44,20
157,4,26
157,96,53
158,4,26
158,44,20
158,77,14
158,0,10
158,30,34
158,96,53
159,44,20
159,0,10
159,77,14
159,30,34
159,4,26
159,96,53
160,0,10
160,44,20
160,77,14
160,30,34
160,4,26
160,96,53
161,0,10
161,77,14
161,44,20
161,30,34
161,4,26
161,96,53
162,0,10
162,77,14
162,44,20
162,30,34
162,4,26
162,96,53
163,77,14
163,0,10
163,30,34
163,44,20
163,4,26
163,96,53
164,0,10
164,77,14
164,30,34
164,44,20
164,4,26
164,96,53
165,77,14
165,0,10
165,30,34
165,44,20
165,4,26
165,96,53
166,77,14
166,30,34
166,44,20
166,0,10
166,4,26
166,96,53
167,77,14
167,44,20
167,0,10
167,30,34
167,4,26
167,96,53
168,0,10
168,77,14
168,44,20
168,30,34
168,96,53
168,4,26
169,44,20
169,0,10
169,77,14
169,30,34
169,4,26
169,96,53
170,44,20
170,77,14
170,0,10
170,30,34
170,96,53
170,4,26
171,44,20
171,0,10
171,77,14
171,30,34
171,96,53
171,4,26
172,44,20
172,0,10
172,77,14
172,30,34
172,96,53
172,4,26
173,44,20
173,0,10
173,30,34
173,77,14
173,96,53
173,4,26
174,44,20
174,0,10
174,77,14
174,30,34
174,96,53
174,4,26
175,0,10
175,44,20
175,77,14
175,30,34
175,4,26
175,96,53
176,44,20
176,0,10
176,30,34
176,77,14
176,4,26
176,96,53
177,4,26
177,77,14
177,0,10
177,30,34
177,44,20
178,4,26
178,77,14
178,0,10
178,30,34
178,44,20
179,30,34
179,0,10
179,77,14
179,4,26
179,44,20
180,4,26
180,44,20
180,77,14
180,0,10
180,30,34
181,0,10
181,77,14
181,30,34
181,44,20
181,4,26
182,0,10
182,30,34
182,44,20
182,77,14
182,4,26
183,0,10
183,30,34
183,44,20
183,77,14
183,4,26
184,0,10
184,44,20
184,77,14
184,30,34
184,4,26
185,0,10
185,44,20
185,77,14
185,30,34
185,4,26
186,4,26
186,77,14
186,44,20
186,0,10
186,30,34
187,4,26
187,77,14
187,44,20
187,0,10
187,30,34
188,4,26
188,77,14
188,44,20
188,0,10
188,30,34
189,4,26
189,77,14
189,44,20
189,0,10
189,30,34
190,44,20
190,0,10
190,30,34
190,77,14
190,4,26
191,4,26
191,77,14
191,44,20
191,0,10
191,30,34
192,0,10
192,30,34
192,77,14
192,4,26
193,0,10
193,30,34
193,77,14
193,4,26
194,30,34
194,0,10
194,4,26
195,0,10
195,30,34
195,4,26
196,30,34
196,0,10
196,4,26
197,0,10
197,30,34
197,4,26
198,100,54
198,0,10
198,30,34
198,4,26
199,100,54
199,0,10
199,30,34
199,4,26
200,100,54
200,0,10
200,30,34
200,4,26
201,30,34
201,0,10
201,4,26
202,30,34
202,0,10
202,4,26
203,0,10
203,30,34
203,4,26
204,0,10
204,30,34
204,4,26
205,44,62
205,0,10
205,30,34
205,4,26
206,44,62
206,0,10
206,30,34
206,4,26
207,44,62
207,0,10
207,4,26
208,44,62
208,0,10
208,4,26
209,44,62
209,0,10
209,4,26
210,0,10
210,44,62
210,4,26
211,0,10
211,4,26
211,44,62
212,0,10
212,4,26
212,44,62
213,4,26
213,0,10
213,44,62
214,0,10
214,4,26
214,44,62
215,0,10
215,4,26
215,44,62
216,0,10
216,4,26
216,44,62
217,0,10
217,4,26
217,44,62
218,0,10
218,4,26
218,44,62
219,4,26
219,44,62
219,0,10
220,4,26
220,44,62
220,0,10
221,0,10
221,44,62
222,0,10
222,44,62
223,0,10
223,44,62
224,0,10
224,44,62
225,0,10
225,44,62
226,0,10
226,44,62
227,0,10
227,44,62
228,0,10
228,44,62
229,0,10
229,44,62
230,0,10
230,44,62
231,0,10
231,44,62
232,44,62
232,0,10
233,0,10
233,44,62
234,0,10
234,44,62
235,44,62
235,0,10
236,0,10
236,44,62
237,0,10
237,44,62
237,112,32
238,112,32
238,44,62
238,0,10
239,112,32
239,44,62
239,0,10
240,0,10
240,44,62
240,112,32
241,0,10
241,44,62
242,0,10
242,44,62
243,0,10
243,44,62
244,0,10
244,44,62
245,0,10
246,0,10
247,0,10
247,44,62
248,44,62
248,30,47
248,0,10
249,4,1
249,30,47
249,44,62
249,0,10
250,0,10
250,44,62
250,30,47
250,4,1
251,44,62
251,30,47
251,0,10
251,4,1
252,0,10
252,44,62
252,30,47
252,4,1
253,0,10
253,44,62
253,30,47
253,4,1
254,4,1
254,44,62
254,30,47
254,0,10
255,0,10
255,44,62
255,30,47
255,4,1
256,0,10
256,30,47
256,44,62
256,4,1
257,4,1
257,30,47
257,44,62
257,0,10
258,0,10
258,30,47
258,44,62
258,4,1
259,0,10
259,30,47
259,44,62
259,4,1
260,0,10
260,44,62
260,30,47
260,4,1
261,4,1
261,44,62
261,0,10
261,30,47
262,4,1
262,44,62
262,0,10
262,30,47
263,44,62
263,0,10
263,4,1
263,30,47
264,44,62
264,4,1
264,0,10
264,30,47
265,44,62
265,4,1
265,0,10
265,30,47
266,0,10
266,30,47
266,44,62
266,4,1
267,0,10
267,30,47
267,44,62
267,4,1
268,30,47
268,0,10
268,44,62
268,4,1
269,44,62
269,4,1
269,0,10
269,30,47
270,44,62
270,4,1
270,0,10
270,30,47
271,30,47
271,0,10
271,44,62
271,4,1
272,44,62
272,0,10
272,30,47
272,4,1
273,4,1
273,0,10
273,44,62
274,4,1
274,0,10
274,44,62
275,0,10
275,44,62
275,4,1
276,0,10
276,44,62
276,4,1
277,0,10
277,44,62
277,4,1
278,0,10
278,44,62
278,4,1
279,0,10
279,4,1
279,44,62
280,0,10
280,44,62
280,4,1
281,4,1
281,44,62
281,0,10
282,4,1
282,44,62
282,0,10
283,4,1
283,44,62
283,0,10
283,109,58
284,0,10
284,109,58
284,4,1
284,44,62
285,4,1
285,44,62
285,0,10
285,109,58
286,4,1
286,44,62
286,0,10
286,109,58
287,4,1
287,44,62
287,0,10
287,109,58
288,109,58
288,0,10
288,44,62
288,4,1
289,4,1
289,109,58
289,0,10
289,44,62
290,109,58
290,0,10
290,44,62
290,4,1
291,109,58
291,0,10
291,44,62
291,4,1
292,109,58
292,0,10
292,44,62
292,4,1
293,4,1
293,44,62
293,0,10
293,109,58
294,44,62
294,4,1
294,0,10
294,109,58
295,44,62
295,4,1
295,109,58
295,0,10
296,109,58
296,44,62
296,4,1
296,0,10
297,44,62
297,4,1
297,0,10
297,109,58
298,44,62
298,4,1
298,0,10
298,109,58
298,128,41
299,44,62
299,4,1
299,0,10
299,109,58
300,44,62
300,4,1
300,0,10
300,109,58
301,44,62
301,4,1
301,0,10
301,109,58
302,0,10
302,4,1
302,44,62
302,109,58
303,109,58
303,44,62
303,0,10
303,4,1
304,109,58
304,44,62
304,0,10
304,4,1
305,109,58
305,44,62
305,0,10
305,4,1
306,109,58
306,44,62
306,0,10
306,4,1
307,109,58
307,0,10
307,4,1
307,127,42
307,44,62
308,127,42
308,0,10
308,4,1
308,109,58
308,44,62
309,109,58
309,44,62
309,0,10
309,127,42
309,4,1
310,127,45
310,0,10
310,4,1
310,109,58
311,4,1
311,0,10
311,109,58
311,127,45
312,109,58
312,0,10
312,127,45
312,4,1
313,109,58
313,0,10
313,127,45
313,4,1
314,4,1
314,109,58
314,0,10
314,127,45
315,109,58
315,0,10
315,127,45
315,4,1
316,127,45
316,0,10
316,109,58
316,4,1
316,30,47
317,109,58
317,0,10
317,30,47
317,4,1
318,109,58
318,0,10
318,30,47
318,4,1
319,109,58
319,133,45
319,0,10
319,30,47
319,4,1
320,109,58
320,133,45
320,133,42
320,146,49
320,0,10
320,30,47
320,4,1
321,133,45
321,133,42
321,109,58
321,0,10
321,4,1
321,30,47
322,30,47
322,0,10
322,148,38
322,109,58
322,4,1
322,133,45
322,133,42
323,133,45
323,133,42
323,109,58
323,30,47
323,0,10
323,4,1
323,148,38
324,133,45
324,133,42
324,109,58
324,30,47
324,0,10
324,77,2
324,4,1
324,148,38
325,109,58
325,30,47
325,0,10
325,77,2
325,4,1
325,133,45
325,133,42
326,133,45
326,133,42
326,109,58
326,0,10
326,77,2
326,4,1
326,30,47
327,133,45
327,133,42
327,0,10
327,77,2
327,30,47
327,4,1
327,109,58
328,133,45
328,133,42
328,109,58
328,0,10
328,77,2
328,30,47
328,4,1
329,133,45
329,133,42
329,109,58
329,0,10
329,77,2
329,4,1
330,4,1
330,109,58
330,77,2
330,0,10
330,133,45
330,133,42
331,133,45
331,133,42
331,109,58
331,0,10
331,99,16
331,77,2
331,4,1
332,99,16
332,133,45
332,133,42
332,0,10
332,77,2
332,109,58
332,4,1
333,133,45
333,133,42
333,0,10
333,153,24
333,99,16
333,77,2
333,109,58
333,4,1
334,4,1
334,99,16
334,77,2
334,0,10
334,109,58
334,133,45
334,133,42
335,99,16
335,133,45
335,133,42
335,0,10
335,77,2
335,109,58
335,4,1
336,109,58
336,133,45
336,133,42
336,0,10
336,77,2
336,99,16
336,4,1
337,156,42
337,109,58
337,133,45
337,0,10
337,77,2
337,99,16
337,4,1
338,156,42
338,109,58
338,99,16
338,133,45
338,0,10
338,77,2
338,4,1
339,156,42
339,4,1
339,99,16
339,77,2
339,0,10
339,109,58
339,133,45
340,156,42
340,109,58
340,133,45
340,0,10
340,77,2
340,99,16
340,4,1
341,156,42
341,109,58
341,133,45
341,0,10
341,77,2
341,99,16
341,4,1
342,133,45
342,133,42
342,109,58
342,0,10
342,77,2
342,99,16
342,4,1
343,109,58
343,133,45
343,133,42
343,0,10
343,99,16
343,77,2
343,4,1
344,4,1
344,99,16
344,133,45
344,133,42
344,77,2
344,0,10
344,109,58
345,133,45
345,4,1
345,99,16
345,77,2
345,0,10
345,109,58
345,156,42
346,109,58
346,0,10
346,77,2
346,4,1
346,133,45
346,133,42
347,133,45
347,133,42
347,4,1
347,77,2
347,0,10
347,109,58
348,156,42
348,109,58
348,133,45
348,0,10
348,77,2
348,162,62
348,4,1
349,109,58
349,133,45
349,133,42
349,0,10
349,77,2
349,162,62
349,4,1
350,109,58
350,133,45
350,77,2
350,156,42
350,0,10
350,4,1
350,162,62
351,4,1
351,162,62
351,77,2
351,156,42
351,0,10
351,133,45
351,109,58
352,4,1
352,162,62
352,133,45
352,77,2
352,0,10
352,109,58
352,156,42
353,4,1
353,162,62
353,133,45
353,77,2
353,0,10
353,109,58
353,156,42
354,109,58
354,133,45
354,133,42
354,0,10
354,77,2
354,4,1
354,162,62
355,109,58
355,133,45
355,133,42
355,0,10
355,77,2
355,162,62
355,4,1
356,4,1
356,162,62
356,77,2
356,0,10
356,133,45
356,133,42
356,109,58
357,109,58
357,133,45
357,133,42
357,0,10
357,77,2
357,4,1
357,162,62
358,133,45
358,133,42
358,109,58
358,0,10
358,77,2
358,162,62
358,4,1
359,133,45
359,133,42
359,109,58
359,0,10
359,77,2
359,162,62
359,4,1
360,133,45
360,133,42
360,109,58
360,0,10
360,77,2
360,4,1
360,162,62
361,133,45
361,133,42
361,109,58
361,0,10
361,77,2
361,162,62
361,4,1
362,133,45
362,133,42
362,0,10
362,109,58
362,77,2
362,4,1
362,162,62
363,133,45
363,133,42
363,0,10
363,109,58
363,99,14
363,77,2
363,162,62
363,4,1
364,133,45
364,133,42
364,99,14
364,0,10
364,109,58
364,77,2
364,162,62
364,4,1
365,99,14
365,4,1
365,77,2
365,0,10
365,133,45
365,133,42
365,109,58
365,162,62
366,133,45
366,133,42
366,0,10
366,99,14
366,77,2
366,109,58
366,4,1
367,0,10
367,133,45
367,133,42
367,99,14
367,4,1
367,109,58
367,77,2
368,0,10
368,133,45
368,133,42
368,99,14
368,109,58
368,77,2
368,4,1
369,4,1
369,77,2
369,109,58
369,0,10
369,99,14
369,133,45
369,133,42
370,77,2
370,109,58
370,4,1
370,99,14
370,0,10
370,133,45
370,133,42
371,4,1
371,77,2
371,109,58
371,0,10
371,99,14
371,133,45
371,133,42
372,99,14
372,4,1
372,77,2
372,0,10
372,109,58
372,133,45
372,133,42
373,4,1
373,109,58
373,77,2
373,99,14
373,133,45
373,133,42
373,0,10
374,99,14
374,4,1
374,77,2
374,0,10
374,109,58
374,133,45
374,133,42
375,133,45
375,133,42
375,0,10
375,99,14
375,4,1
375,109,58
375,77,2
376,133,45
376,0,10
376,99,14
376,4,1
376,109,58
376,77,2
376,166,42
377,109,58
377,0,10
377,77,2
377,133,45
377,133,42
377,4,1
377,99,14
378,99,14
378,4,1
378,133,45
378,133,42
378,77,2
378,0,10
378,178,36
378,109,58
379,4,1
379,77,2
379,109,58
379,99,14
379,178,36
379,0,10
379,133,45
379,133,42
380,99,14
380,4,1
380,77,2
380,0,10
380,178,36
380,109,58
380,133,45
380,133,42
381,0,10
381,133,45
381,133,42
381,99,14
381,109,58
381,77,2
381,4,1
381,178,36
382,0,10
382,133,45
382,133,42
382,99,14
382,109,58
382,77,2
382,178,36
382,4,1
383,0,10
383,99,14
383,109,58
383,77,2
383,4,1
383,178,36
383,133,45
383,133,42
384,0,10
384,99,14
384,109,58
384,77,2
384,4,1
384,178,36
384,133,45
384,133,42
385,0,10
385,133,45
385,133,42
385,99,14
385,109,58
385,77,2
385,4,1
385,178,36
386,0,10
386,99,14
386,109,58
386,77,2
386,4,1
386,178,36
386,133,45
386,133,42
387,4,1
387,99,14
387,178,36
387,133,45
387,133,42
387,0,10
387,77,2
388,0,10
388,133,45
388,133,42
388,99,14
388,77,2
388,4,1
388,178,36
389,0,10
389,133,45
389,133,42
389,99,14
389,77,2
389,4,1
390,0,10
390,133,45
390,133,42
390,99,14
390,4,1
390,77,2
391,0,10
391,133,45
391,133,42
391,99,14
391,4,1
391,77,2
392,0,10
392,133,45
392,133,42
392,99,14
392,4,1
392,77,2
393,0,10
393,133,45
393,133,42
393,99,14
393,4,1
393,77,2
394,0,10
394,133,45
394,133,42
394,99,14
394,4,1
394,77,2
395,0,10
395,4,1
395,133,45
395,133,42
395,99,14
395,77,2
396,0,10
396,133,45
396,133,42
396,99,14
396,77,2
396,4,1
397,0,10
397,133,45
397,133,42
397,99,14
397,4,1
397,77,2
398,0,10
398,4,1
398,133,45
398,133,42
398,99,14
398,77,2
399,0,10
399,133,45
399,133,42
399,99,14
399,4,1
399,77,2
400,0,10
400,133,45
400,133,42
400,99,14
400,77,2
400,4,1
401,0,10
401,133,45
401,133,42
401,99,14
401,77,2
401,4,1
402,0,10
402,133,45
402,133,42
402,99,14
402,77,2
402,4,1
403,0,10
403,133,45
403,133,42
403,99,14
403,77,2
403,4,1
404,0,10
404,99,14
404,77,2
404,4,1
404,133,45
404,133,42
405,0,10
405,133,45
405,133,42
405,99,14
405,77,2
405,4,1
406,0,10
406,133,45
406,133,42
406,99,14
406,77,2
406,4,1
407,0,10
407,133,45
407,133,42
407,99,14
407,77,2
407,4,1
408,0,10
408,99,14
408,77,2
408,4,1
408,133,45
408,133,42
409,0,10
409,133,45
409,133,42
409,99,14
409,77,2
409,4,1
410,0,10
410,133,45
410,133,42
410,99,14
410,77,2
410,4,1
411,0,10
411,133,45
411,133,42
411,99,14
411,77,2
411,4,1
412,0,10
412,133,45
412,99,14
412,4,1
412,77,2
413,0,10
413,4,1
413,133,45
413,99,14
413,77,2
414,0,10
414,133,45
414,99,14
414,4,1
414,77,2
415,0,10
415,133,45
415,99,14
415,77,2
415,4,1
416,0,10
416,133,45
416,99,14
416,77,2
416,4,1
417,0,10
417,99,14
417,77,2
417,4,1
418,0,10
418,99,14
418,77,2
418,4,1
419,0,10
419,99,14
419,77,2
419,4,1
420,0,10
420,99,14
420,4,1
420,77,2
421,4,1
421,77,2
421,99,14
421,0,10
422,0,10
422,99,14
422,4,1
422,77,2
423,0,10
423,99,14
423,77,2
423,4,1
424,0,10
424,99,14
424,4,1
424,77,2
425,0,10
425,99,14
425,77,2
425,4,1
426,0,10
426,99,14
426,77,2
426,4,1
427,0,10
427,99,14
427,4,1
427,77,2
428,0,10
428,99,14
428,77,2
428,4,1
429,99,14
429,4,1
429,77,2
430,99,14
430,4,1
430,77,2
431,99,14
431,4,1
431,77,2
432,99,14
432,77,2
432,4,1
433,99,14
433,77,2
433,4,1
434,4,1
434,77,2
434,99,14
435,99,14
435,4,1
435,77,2
436,99,14
436,77,2
436,4,1
437,99,14
437,4,1
438,99,14
438,4,1
438,195,10
438,133,11
439,133,11
439,195,10
439,4,1
439,99,14
440,4,1
440,99,14
440,133,11
440,195,10
441,4,1
441,99,14
441,133,11
441,195,10
442,133,11
442,195,10
442,4,1
442,99,14
443,133,11
443,195,10
443,4,1
443,99,14
444,133,11
444,195,10
444,4,1
444,99,14
445,4,1
445,99,14
445,133,11
445,195,10
446,133,11
446,195,10
446,4,1
446,99,14
447,4,1
447,195,10
447,99,14
447,133,11
448,99,14
448,4,1
448,195,10
448,133,11
448,133,39
449,195,10
449,133,11
449,133,39
449,99,14
449,4,1
450,195,10
450,133,11
450,133,39
450,99,14
450,4,1
451,195,10
451,133,11
451,133,39
451,99,14
451,4,1
451,77,3
452,77,3
452,4,1
452,99,14
452,133,11
452,133,39
452,195,10
453,133,11
453,133,39
453,77,3
453,195,10
453,4,1
453,99,14
454,133,11
454,133,39
454,195,10
454,99,14
454,4,1
454,77,3
455,99,14
455,4,1
455,195,10
455,77,3
455,133,11
455,133,39
456,4,1
456,77,3
456,99,14
456,133,11
456,133,39
456,195,10
457,133,11
457,133,39
457,77,3
457,195,10
457,4,1
457,99,14
458,99,14
458,4,1
458,195,10
458,77,3
458,133,11
458,133,39
459,99,14
459,4,1
459,195,10
459,133,11
459,133,39
460,99,14
460,4,1
460,195,10
460,198,20
460,133,11
460,133,39
461,195,10
461,133,11
461,133,39
461,198,20
461,99,14
461,4,1
462,99,14
462,4,1
462,198,20
462,133,11
462,133,39
462,195,10
463,133,11
463,133,39
463,195,10
463,198,20
463,99,14
463,4,1
464,133,11
464,133,39
464,198,20
464,195,10
464,4,1
464,99,14
465,133,11
465,133,39
465,198,20
465,195,10
465,4,1
465,99,14
466,99,14
466,4,1
466,195,10
466,198,20
466,133,11
466,133,39
467,198,20
467,195,10
467,4,1
467,99,14
467,133,11
467,133,39
468,198,20
468,195,10
468,4,1
468,99,14
468,133,11
468,133,39
469,133,11
469,133,39
469,198,20
469,195,10
469,4,1
469,99,14
470,133,11
470,133,39
470,198,20
470,195,10
470,4,1
470,99,14
471,99,14
